sample_rate_hz,mode,frequency_hz,measured_db,target_db,error_db,phase_deg
192000,F/L,125,4.75519693291,4.75519693291,-3.5527136788e-14,-15.7397470479
192000,F/L,250,3,3,3.5527136788e-14,-19.4071508584
192000,F/L,500,1.24477892607,1.24477892607,1.036948305e-13,-15.7396343987
192000,F/L,1000,0.376371392756,0.376371392756,4.43534098338e-14,-9.4125545012
192000,F/L,2500,0.0640181727649,0.0640181727649,-1.9137469387e-14,-3.98842449563
192000,F/L,5000,0.0160995609926,0.0160995609926,-2.69506639228e-14,-2.00818954345
192000,F/L,8000,0.00625687830866,0.00625687830865,5.78270070717e-15,-1.25295030725
192000,F/L,10000,0.00398023392009,0.00398023392008,9.63899099427e-15,-0.999520841662
192000,F/H,20,2.98074376274,2.98074376274,2.29594121492e-13,-1.42149140082
192000,F/H,40,2.92451506952,2.92451506952,1.27897692437e-13,-2.78163081117
192000,F/H,80,2.72037263378,2.72037263378,-9.23705556488e-14,-5.11811920396
192000,F/H,125,2.40193064947,2.40193064947,5.24025267623e-14,-6.91329362088
192000,F/H,250,1.53024603895,1.53024603895,-2.75335310107e-14,-7.87856567764
192000,F/H,500,0.722985490821,0.722985490821,-5.15143483426e-14,-4.08747184847
192000,F/H,1000,0.597941500694,0.597941500694,3.59712259979e-14,2.15431766279
192000,F/H,2500,1.53024603895,1.53024603895,3.88578058619e-14,7.87856567764
192000,F/H,5000,2.40351032475,2.40351032475,5.68434188608e-14,6.90710673422
192000,F/H,8000,2.73460474627,2.73460474627,-1.86517468137e-14,5.00251699255
192000,F/H,10000,2.82530117433,2.82530117433,-3.24185123191e-14,4.14221943149
192000,C/L,20,2.98054815421,2.98054815421,2.20712337295e-13,-1.5804942494
192000,C/L,40,2.92373279431,2.92373279431,3.19744231092e-14,-3.09957312165
192000,C/L,80,2.71724607245,2.71724607245,-9.14823772291e-14,-5.75349725555
192000,C/L,125,2.39430932946,2.39430932946,9.68114477473e-14,-7.9045543027
192000,C/L,250,1.5,1.5,-1.64313007645e-14,-9.84581257241
192000,C/L,500,0.605678613978,0.605678613978,-5.3290705182e-15,-7.90449553261
192000,C/L,1000,0.17936192509,0.17936192509,2.45359288442e-14,-4.6687692189
192000,C/L,2500,0.0302460389487,0.0302460389486,6.72691069514e-14,-1.96724689476
192000,C/L,5000,0.00759593771261,0.00759593771264,-3.27593854821e-14,-0.989612839319
192000,C/L,8000,0.00295121954283,0.00295121954282,9.63942467513e-15,-0.617322628908
192000,C/L,10000,0.00187725725854,0.00187725725856,-1.54260285101e-14,-0.492437523668
192000,C/H,20,0.000195608524865,0.000195608524848,1.73575075754e-14,0.159002848578
192000,C/H,40,0.000782275212381,0.00078227521236,2.12133912866e-14,0.317942310479
192000,C/H,80,0.00312656133076,0.00312656133078,-1.34957149622e-14,0.635378051586
192000,C/H,125,0.00762132000234,0.00762132000232,2.11957187912e-14,0.991260681822
192000,C/H,250,0.0302460389486,0.0302460389486,1.34510458327e-14,1.96724689476
192000,C/H,500,0.117306876843,0.117306876843,5.71764857682e-15,3.81702368414
192000,C/H,1000,0.418579575604,0.418579575604,1.65978342181e-14,6.82308688169
192000,C/H,2500,1.5,1.5,3.33066907388e-15,9.84581257241
192000,C/H,5000,2.39591438703,2.39591438703,-1.02140518266e-14,7.89671957353
192000,C/H,8000,2.73165352672,2.73165352672,5.77315972805e-15,5.61983962146
192000,C/H,10000,2.82342391708,2.82342391708,-2.6645352591e-15,4.63465695516
192000,T/L,20,-2.98035254569,-2.98035254569,-1.66089364484e-13,1.73949709798
192000,T/L,40,-2.9229505191,-2.9229505191,-2.17603712827e-13,3.41751543213
192000,T/L,80,-2.71411951112,-2.71411951111,-2.6778579354e-13,6.38887530714
192000,T/L,125,-2.38668800946,-2.38668800946,-6.03961325396e-14,8.89581498452
192000,T/L,250,-1.46975396105,-1.46975396105,-6.48370246381e-14,11.8130594672
192000,T/L,500,-0.488371737136,-0.488371737136,-6.53366249992e-14,11.7215192167
192000,T/L,1000,0.239217650514,0.239217650514,3.56381590905e-14,11.4918561006
192000,T/L,2500,1.46975396105,1.46975396105,-9.7699626167e-15,11.8130594672
192000,T/L,5000,2.38831844932,2.38831844932,-1.46549439251e-14,8.88633241285
192000,T/L,8000,2.72870230718,2.72870230718,1.24344978758e-14,6.23716225037
192000,T/L,10000,2.82154665982,2.82154665982,9.7699626167e-15,5.12709447883
192000,T/H,20,-5.95838689606,-5.95838689606,-4.52970994047e-14,3.5284627279
192000,T/H,40,-5.83735781122,-5.83735781122,-6.2172489379e-14,6.91814731931
192000,T/H,80,-5.40333201125,-5.40333201125,-3.5527136788e-14,12.8485973926
192000,T/H,125,-4.73904359933,-4.73904359933,4.79616346638e-14,17.7512784267
192000,T/H,250,-2.93598182724,-2.93598182724,-4.7517545454e-14,23.3955753541
192000,T/H,500,-0.997759737901,-0.997759737901,-6.61692922677e-14,23.4523573962
192000,T/H,1000,0.491189078562,0.491189078562,-2.55351295664e-14,23.064221553
192000,T/H,2500,2.93598182724,2.93598182724,-2.04281036531e-14,23.3955753541
192000,T/H,5000,4.74231137671,4.74231137671,-1.59872115546e-14,17.7329183484
192000,T/H,8000,5.43334609169,5.43334609169,-2.13162820728e-14,12.5487148608
192000,T/H,10000,5.62543690338,5.62543690338,8.881784197e-16,10.3442235005
